KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
493001023,0,,,43,16,27,0,0,0,43,16,27,0,0,0,43,16,27,43,16,27,43,16,27,43,16,27,33,11,22,7,1,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493001031,0,,,27,13,14,1,1,0,26,12,14,12,7,5,26,12,14,25,11,14,14,5,9,8,3,5,4,0,4,0,0,0,0,0,0,9,9,0,2,5,2,0,0,0,9,5,4,0,8,0,0,0
493001034,1,,493001041,29,15,14,2,2,0,31,16,15,17,9,8,31,16,15,30,15,15,14,7,7,8,3,5,1,0,1,0,0,0,0,0,0,9,9,1,6,2,0,0,1,1,10,7,3,1,8,0,1,2
493001041,2,493001034,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001051,1,,493001053;493001054,28,10,18,0,0,0,102,22,80,18,7,11,102,22,80,101,22,79,84,15,69,78,12,66,54,9,45,18,1,17,6,0,6,12,12,7,3,5,1,0,0,0,9,7,2,0,10,5,1,1
493001053,2,493001051,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001054,2,493001051,,72,12,60,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001061,2,493001062,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001062,1,,493001061;493001063;493001064,4,2,2,2,2,0,18,9,9,11,5,6,17,8,9,17,8,9,7,4,3,4,3,1,1,1,0,1,1,0,0,0,0,2,2,1,4,2,0,1,0,0,7,7,0,0,5,0,1,2
493001063,2,493001062,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001064,2,493001062,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001071,0,,,49,23,26,2,0,2,47,23,24,18,10,8,47,23,24,47,23,24,29,13,16,17,7,10,7,3,4,1,0,1,0,0,0,18,18,3,8,2,4,0,0,1,14,12,2,1,18,0,3,5
493001072,0,,,14,5,9,0,0,0,14,5,9,9,4,5,13,5,8,13,5,8,5,1,4,4,1,3,1,1,0,0,0,0,0,0,0,5,5,1,2,0,1,1,0,0,4,2,2,0,4,0,1,0
493001073,0,,,25,13,12,3,2,1,22,11,11,13,7,6,22,11,11,21,10,11,9,4,5,3,1,2,1,0,1,0,0,0,0,0,0,9,9,2,2,4,0,0,0,1,7,5,2,0,7,0,2,1
493001074,0,,,10,4,6,0,0,0,10,4,6,5,2,3,10,4,6,10,4,6,5,2,3,2,0,2,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,1,2,0,4,0,1,1
493001081,0,,,15,6,9,2,0,2,13,6,7,5,4,1,13,6,7,13,6,7,8,2,6,5,1,4,2,0,2,1,0,1,0,0,0,6,6,1,3,1,0,1,0,0,5,3,2,0,5,0,1,1
493001082,0,,,13,6,7,0,0,0,13,6,7,6,3,3,12,6,6,12,6,6,7,3,4,6,2,4,2,1,1,0,0,0,0,0,0,5,5,1,2,1,0,1,0,0,4,3,1,0,5,0,1,0
493001083,0,,,60,30,30,7,6,1,53,24,29,27,11,16,50,24,26,50,24,26,26,13,13,15,6,9,12,6,6,0,0,0,1,0,1,21,21,3,8,5,1,2,2,0,18,11,7,1,17,0,3,3
493001084,0,,,17,10,7,0,0,0,17,10,7,9,6,3,17,10,7,16,9,7,8,4,4,3,1,2,3,1,2,0,0,0,0,0,0,8,8,2,4,1,1,0,0,0,6,5,1,0,7,0,2,2
493001091,0,,,47,25,22,9,7,2,38,18,20,23,10,13,37,18,19,37,18,19,15,8,7,7,4,3,3,2,1,1,1,0,0,0,0,11,11,0,3,2,2,0,2,2,11,5,6,2,9,0,0,1
493001092,0,,,28,15,13,3,2,1,25,13,12,22,12,10,25,13,12,25,13,12,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,11,11,1,6,2,1,1,0,0,10,9,1,1,2,0,0,1
493001093,0,,,14,4,10,4,0,4,10,4,6,6,2,4,10,4,6,10,4,6,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,4,4,0,2,0,1,0,1,0,4,2,2,1,3,0,0,1
493001094,0,,,14,6,8,0,0,0,14,6,8,4,2,2,13,6,7,13,6,7,10,4,6,5,1,4,1,0,1,0,0,0,0,0,0,7,7,2,4,0,1,0,0,0,5,4,1,0,7,0,2,3
493001102,0,,,70,28,42,5,1,4,65,27,38,37,14,23,63,25,38,62,24,38,28,13,15,12,5,7,9,3,6,2,2,0,8,0,8,28,28,12,5,6,2,0,1,2,16,8,8,1,17,2,4,1
493001103,0,,,78,37,41,6,3,3,72,34,38,43,23,20,67,32,35,64,30,34,29,11,18,12,4,8,5,2,3,0,0,0,4,4,0,25,25,2,10,5,3,2,2,1,22,15,7,1,20,0,2,6
493001104,0,,,130,62,68,8,7,1,122,55,67,66,29,37,120,54,66,117,54,63,56,26,30,23,12,11,6,2,4,1,0,1,0,0,0,49,49,10,13,17,4,3,2,0,39,26,13,2,33,1,4,9
493001111,0,,,328,161,167,28,15,13,300,146,154,180,92,88,291,142,149,286,137,149,120,54,66,72,29,43,27,10,17,1,1,0,0,0,0,105,105,16,33,21,16,7,5,7,89,56,33,7,78,0,10,14
493001112,0,,,218,112,106,13,6,7,205,106,99,135,78,57,197,104,93,196,104,92,70,28,42,39,16,23,17,8,9,0,0,0,1,0,1,68,66,17,21,14,7,4,1,2,49,36,13,2,40,5,6,9
493001113,0,,,48,21,27,9,4,5,39,17,22,21,11,10,38,17,21,36,15,21,18,6,12,7,2,5,1,0,1,0,0,0,0,0,0,21,21,11,3,2,2,2,0,1,10,7,3,2,14,0,8,0
493001114,0,,,268,123,145,12,6,6,256,117,139,114,60,54,252,114,138,251,113,138,142,57,85,86,30,56,44,8,36,6,1,5,4,4,0,114,111,43,38,16,8,5,1,0,68,58,10,4,76,4,27,22
493001121,0,,,20,15,5,2,1,1,18,14,4,15,12,3,18,14,4,18,14,4,3,2,1,1,0,1,1,0,1,0,0,0,0,0,0,5,4,1,2,0,0,1,0,0,3,2,1,0,3,0,1,1
493001122,0,,,57,29,28,8,3,5,49,26,23,20,11,9,47,25,22,47,25,22,29,15,14,7,4,3,4,2,2,0,0,0,0,0,0,17,17,3,3,3,6,0,0,2,14,6,8,1,17,0,3,3
493001123,0,,,100,45,55,9,4,5,91,41,50,56,25,31,87,41,46,87,41,46,35,16,19,19,9,10,9,3,6,1,0,1,0,0,0,31,28,5,8,5,6,1,2,1,23,16,7,2,22,0,4,5
493001124,0,,,85,40,45,13,7,6,72,33,39,43,20,23,69,33,36,68,33,35,29,13,16,12,4,8,6,1,5,0,0,0,0,0,0,26,26,4,11,2,2,2,3,2,22,14,8,3,18,0,3,7
493001131,0,,,16,9,7,0,0,0,16,9,7,2,0,2,16,9,7,16,9,7,14,9,5,7,5,2,5,3,2,0,0,0,0,0,0,9,9,5,2,1,1,0,0,0,4,4,0,0,9,0,5,1
493001132,1,,493001134,26,11,15,8,3,5,33,15,18,19,10,9,33,15,18,33,15,18,14,5,9,9,2,7,6,1,5,0,0,0,0,0,0,9,9,3,3,2,1,0,1,2,9,3,6,3,8,0,1,2
493001133,0,,,67,34,33,7,4,3,60,30,30,33,17,16,58,29,29,57,29,28,27,13,14,16,7,9,6,2,4,1,0,1,0,0,0,22,22,4,7,4,3,2,0,2,18,10,8,2,18,0,2,4
493001134,2,493001132,,15,7,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001141,2,493001142,,10,7,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001142,1,,493001141,29,15,14,2,1,1,37,21,16,23,15,8,36,21,15,36,21,15,14,6,8,6,2,4,1,0,1,0,0,0,0,0,0,8,8,2,6,4,0,1,0,1,12,8,4,1,11,0,2,2
493001143,0,,,53,24,29,5,3,2,48,21,27,31,16,15,47,21,26,47,21,26,17,5,12,11,3,8,5,1,4,0,0,0,0,0,0,15,15,2,3,3,1,5,0,1,13,7,6,3,10,0,1,1
493001151,0,,,14,6,8,2,1,1,12,5,7,10,4,6,12,5,7,12,5,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,6,2,1,2,1,0,0,0,4,4,0,1,1,0,0,0
493001152,0,,,14,5,9,2,0,2,12,5,7,5,2,3,12,5,7,12,5,7,7,3,4,5,1,4,2,1,1,0,0,0,0,0,0,6,6,3,1,0,1,1,0,0,3,1,2,0,6,0,3,1
493001153,1,,493001154,38,24,14,1,1,0,40,24,16,25,18,7,40,24,16,40,24,16,15,6,9,9,4,5,2,1,1,0,0,0,0,0,0,12,12,3,3,3,2,3,0,0,11,5,6,0,10,1,1,0
493001154,2,493001153,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001161,0,,,13,5,8,0,0,0,13,5,8,6,3,3,12,4,8,12,4,8,7,2,5,5,1,4,2,1,1,0,0,0,0,0,0,5,5,1,1,2,1,0,0,0,4,1,3,0,5,0,1,1
493001163,0,,,32,19,13,5,3,2,27,16,11,21,12,9,27,16,11,25,14,11,6,4,2,4,3,1,0,0,0,0,0,0,0,0,0,9,9,0,4,0,3,0,2,0,9,6,3,2,4,0,0,1
493001164,0,,,52,28,24,7,5,2,45,23,22,20,11,9,45,23,22,45,23,22,25,12,13,6,2,4,4,2,2,0,0,0,0,0,0,19,19,2,12,1,2,0,0,2,17,14,3,2,13,0,2,6
493001172,2,493001173,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001173,1,,493001172;493001174,50,24,26,9,4,5,52,28,24,27,15,12,49,25,24,49,25,24,25,13,12,15,7,8,8,4,4,0,0,0,0,0,0,13,13,3,5,2,3,2,1,2,15,9,6,3,15,0,2,2
493001174,2,493001173,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001182,1,,493001183,25,14,11,1,1,0,29,14,15,14,7,7,28,13,15,28,13,15,15,7,8,9,4,5,4,2,2,0,0,0,0,0,0,8,8,1,5,2,2,1,0,0,10,7,3,0,8,0,1,3
493001183,2,493001182,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001184,0,,,51,23,28,5,3,2,46,20,26,28,12,16,45,19,26,45,19,26,18,8,10,12,5,7,7,3,4,0,0,0,0,0,0,16,16,2,4,4,3,2,0,1,14,7,7,1,12,0,0,2
493001191,1,,493001192,54,29,25,7,4,3,54,27,27,25,12,13,51,25,26,51,25,26,29,15,14,14,8,6,7,3,4,0,0,0,0,0,0,17,17,4,7,1,1,1,4,1,15,8,7,2,18,0,4,6
493001192,2,493001191,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001193,0,,,22,11,11,3,2,1,19,9,10,12,7,5,19,9,10,19,9,10,7,2,5,4,1,3,3,0,3,0,0,0,0,0,0,5,5,0,0,1,2,1,1,0,5,0,5,1,5,0,0,0
493001201,0,,,21,14,7,1,0,1,20,14,6,13,10,3,20,14,6,19,13,6,7,4,3,4,3,1,2,2,0,0,0,0,6,6,0,12,12,8,2,1,0,0,1,0,4,2,2,1,5,5,1,2
493001221,2,493001222,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001222,1,,493001221,91,38,53,8,3,5,90,39,51,47,24,23,88,37,51,87,36,51,43,15,28,23,8,15,6,1,5,1,0,1,0,0,0,38,38,11,12,8,5,0,2,1,28,19,9,3,30,0,9,6
493001224,0,,,80,42,38,4,2,2,76,40,36,38,21,17,73,38,35,73,38,35,38,19,19,16,8,8,6,3,3,1,0,1,1,0,1,29,29,6,10,6,2,3,1,1,22,13,9,1,23,0,4,5
493001231,0,,,274,124,150,32,17,15,242,107,135,148,73,75,236,103,133,235,103,132,94,34,60,54,16,38,25,8,17,3,1,2,0,0,0,93,93,14,36,18,8,8,2,7,78,50,28,10,66,0,10,15
493001232,0,,,35,15,20,5,3,2,30,12,18,19,7,12,28,11,17,28,11,17,11,5,6,2,0,2,1,0,1,0,0,0,0,0,0,14,14,6,4,2,0,0,1,1,8,5,3,1,9,0,4,1
493001233,0,,,33,16,17,4,2,2,29,14,15,18,10,8,29,14,15,27,12,15,11,4,7,7,3,4,4,2,2,0,0,0,0,0,0,15,15,5,6,1,2,1,0,0,10,10,0,0,8,0,4,3
493001234,0,,,68,34,34,16,8,8,52,26,26,34,18,16,52,26,26,51,25,26,18,8,10,8,2,6,2,0,2,0,0,0,0,0,0,25,25,5,8,5,4,2,1,0,20,17,3,5,12,0,3,2
493001241,0,,,83,42,41,9,8,1,74,34,40,44,20,24,70,32,38,70,32,38,30,14,16,12,4,8,4,0,4,1,0,1,4,0,4,28,28,11,5,3,2,2,2,3,17,8,9,2,19,0,4,3
493001242,2,493001244,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001244,1,,493001242,23,9,14,2,0,2,32,14,18,20,9,11,30,14,16,30,14,16,12,5,7,9,4,5,2,1,1,0,0,0,1,0,1,7,7,0,3,4,1,1,0,1,10,6,4,0,7,0,0,1
493001252,2,493001253,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001253,1,,493001252,31,16,15,6,4,2,30,14,16,18,9,9,30,14,16,30,14,16,12,5,7,5,2,3,4,1,3,0,0,0,0,0,0,9,9,2,4,4,0,0,0,2,10,6,4,1,9,0,2,2
493001261,1,,493001262;493001264,63,29,34,8,3,5,65,28,37,40,18,22,62,28,34,60,27,33,25,10,15,12,5,7,7,2,5,0,0,0,0,0,0,15,15,1,4,4,2,5,2,1,18,7,11,1,17,0,1,1
493001262,2,493001261,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001263,0,,,23,10,13,4,2,2,19,8,11,12,6,6,18,7,11,18,7,11,7,2,5,5,2,3,1,0,1,0,0,0,0,0,0,7,7,1,2,0,2,2,0,0,6,3,3,0,5,0,0,1
493001264,2,493001261,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001272,0,,,21,8,13,2,1,1,19,7,12,7,1,6,18,7,11,18,7,11,12,6,6,8,4,4,2,1,1,0,0,0,0,0,0,9,9,4,2,0,2,1,0,0,5,2,3,1,8,0,3,2
493001273,2,493001274,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001274,1,,493001273,24,12,12,0,0,0,31,17,14,17,9,8,30,17,13,30,17,13,14,8,6,11,6,5,4,3,1,0,0,0,0,0,0,10,10,5,6,3,0,1,0,0,10,6,4,0,11,0,4,4
493001281,2,493001282,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001282,1,,493001281,8,4,4,0,0,0,12,7,5,6,4,2,12,7,5,12,7,5,6,3,3,5,3,2,0,0,0,0,0,0,0,0,0,3,3,1,1,3,0,0,0,0,4,3,1,0,4,0,1,1
493001291,2,493001293,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001292,2,493001293,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001293,1,,493001291;493001292;493001294,48,22,26,5,1,4,57,29,28,30,16,14,56,29,27,54,27,27,27,13,14,17,9,8,3,0,3,1,0,1,0,0,0,18,18,7,12,4,0,2,0,1,19,15,4,0,18,0,4,6
493001294,2,493001293,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001331,0,,,21,11,10,2,2,0,19,9,10,11,6,5,19,9,10,19,9,10,8,3,5,4,2,2,0,0,0,0,0,0,0,0,0,10,10,2,5,3,0,0,0,0,8,7,1,1,4,0,0,2
493001332,0,,,186,90,96,16,9,7,170,81,89,96,47,49,167,81,86,166,81,85,74,34,40,43,18,25,21,7,14,1,0,1,0,0,0,76,76,24,24,12,10,2,1,3,52,37,15,3,51,1,14,9
493001334,0,,,364,181,183,47,21,26,317,160,157,191,102,89,309,155,154,308,155,153,126,58,68,63,27,36,14,4,10,2,0,2,0,0,0,116,116,26,30,22,14,5,9,10,90,48,42,10,85,0,16,15
493001342,0,,,33,17,16,6,5,1,27,12,15,12,4,8,27,12,15,27,12,15,15,8,7,1,0,1,1,0,1,0,0,0,0,0,0,12,12,4,4,1,0,1,1,1,8,6,2,1,10,0,4,3
493001344,0,,,21,10,11,3,3,0,18,7,11,9,5,4,17,7,10,17,7,10,9,2,7,6,1,5,3,0,3,1,0,1,0,0,0,7,7,1,4,1,0,0,0,1,6,4,2,0,6,0,1,1
493001351,0,,,135,62,73,14,8,6,121,54,67,53,26,27,121,54,67,121,54,67,68,28,40,37,11,26,11,1,10,1,0,1,0,0,0,55,54,15,25,6,3,1,2,2,39,33,6,4,39,0,10,17
493001352,0,,,74,37,37,5,2,3,69,35,34,43,24,19,68,35,33,67,35,32,26,11,15,11,3,8,4,0,4,0,0,0,0,0,0,28,28,5,11,5,3,4,0,0,23,15,8,1,19,0,4,5
493001353,0,,,67,35,32,7,4,3,60,31,29,29,17,12,58,30,28,57,29,28,31,14,17,19,11,8,6,3,3,1,1,0,0,0,0,25,25,5,12,4,0,2,0,2,20,14,6,1,18,0,4,8
493001354,0,,,59,29,30,7,3,4,52,26,26,29,15,14,52,26,26,52,26,26,23,11,12,13,6,7,2,1,1,2,1,1,0,0,0,20,20,1,10,4,3,0,0,2,19,14,5,1,12,0,0,6
493001362,2,493001363,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001363,1,,493001362;493001364,8,4,4,0,0,0,16,8,8,9,5,4,16,8,8,16,8,8,7,3,4,5,3,2,3,1,2,0,0,0,0,0,0,4,4,3,3,1,1,0,0,0,4,3,1,0,4,0,0,1
493001364,2,493001363,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001373,0,,,17,10,7,1,1,0,16,9,7,9,5,4,15,8,7,15,8,7,7,4,3,3,2,1,2,1,1,0,0,0,0,0,0,7,7,1,4,0,2,0,0,0,6,4,2,0,5,0,1,2
493001384,2,493001393,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
493001391,2,493001393,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
