KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
503100001,2,503100002,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100002,1,,503100001,53,26,27,5,2,3,53,27,26,24,14,10,53,27,26,53,27,26,29,13,16,13,5,8,7,2,5,2,0,2,0,0,0,18,18,6,3,3,2,3,0,2,13,5,8,1,16,0,5,2
503100011,2,503100013,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100013,1,,503100011,6,2,4,0,0,0,8,4,4,0,0,0,8,4,4,8,4,4,8,4,4,4,2,2,1,0,1,0,0,0,0,0,0,3,3,2,3,0,0,0,0,0,3,3,0,0,5,0,2,2
503100021,0,,,36,19,17,1,1,0,35,18,17,10,4,6,35,18,17,35,18,17,25,14,11,10,5,5,3,1,2,1,1,0,0,0,0,17,17,6,6,3,1,1,0,0,11,9,2,1,15,0,6,5
503100024,1,,503100122,11,5,6,2,0,2,18,8,10,5,2,3,18,8,10,18,8,10,13,6,7,7,3,4,3,0,3,1,0,1,0,0,0,4,4,1,2,5,0,0,0,0,7,3,4,1,7,0,1,2
503100034,2,503100132,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100061,2,503100152,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100111,2,503100112,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100112,1,,503100111;503100212;503100222,13,6,7,1,1,0,24,11,13,8,3,5,24,11,13,24,11,13,16,8,8,7,4,3,5,4,1,0,0,0,0,0,0,8,8,5,5,2,1,0,0,0,8,6,2,1,11,0,4,5
503100122,2,503100024,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100132,1,,503100034,7,2,5,1,0,1,11,5,6,4,1,3,11,5,6,11,5,6,7,4,3,4,2,2,2,1,1,0,0,0,1,0,1,3,3,3,0,3,0,0,0,0,3,2,1,0,5,0,3,0
503100143,2,503100242,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100144,2,503100242,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100152,1,,503100061;503100154;503100163,5,2,3,0,0,0,17,8,9,6,3,3,17,8,9,17,8,9,11,5,6,2,1,1,0,0,0,0,0,0,1,0,1,2,2,1,2,4,0,0,0,0,6,5,1,0,7,0,1,2
503100154,2,503100152,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100163,2,503100152,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100173,2,503100272,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100174,2,503100272,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100191,0,,,12,6,6,0,0,0,12,6,6,2,2,0,12,6,6,12,6,6,10,4,6,4,1,3,1,0,1,1,0,1,0,0,0,5,5,1,2,1,1,0,0,0,4,3,1,0,5,0,1,2
503100212,2,503100112,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100222,2,503100112,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100241,0,,,34,15,19,7,4,3,27,11,16,11,6,5,26,10,16,26,10,16,16,5,11,10,2,8,3,0,3,1,0,1,0,0,0,11,11,5,1,1,0,2,1,1,6,1,5,2,11,0,5,0
503100242,1,,503100143;503100144,4,1,3,3,0,3,15,8,7,9,5,4,14,7,7,14,7,7,6,3,3,6,3,3,3,2,1,0,0,0,0,0,0,3,3,2,1,0,1,2,0,0,4,2,2,1,4,0,1,1
503100271,2,503100272,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100272,1,,503100173;503100174;503100271,15,9,6,3,3,0,19,10,9,10,6,4,19,10,9,18,9,9,9,4,5,4,2,2,2,0,2,0,0,0,0,0,0,5,5,2,2,2,0,2,0,0,6,5,1,1,6,0,2,1
503100274,0,,,66,32,34,4,3,1,62,29,33,29,13,16,57,27,30,55,25,30,33,16,17,12,4,8,4,2,2,0,0,0,0,0,0,22,22,3,9,3,2,3,1,1,19,12,7,1,21,0,3,6
503100282,2,503100283,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100283,1,,503100282;503100291,5,2,3,0,0,0,10,5,5,1,1,0,10,5,5,10,5,5,9,4,5,4,2,2,1,0,1,0,0,0,0,0,0,3,3,1,3,1,0,0,0,0,4,4,0,0,5,0,1,3
503100291,2,503100283,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100303,2,503100402,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100304,2,503100402,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100361,0,,,15,6,9,0,0,0,15,6,9,6,3,3,15,6,9,15,6,9,9,3,6,7,1,6,1,1,0,0,0,0,0,0,0,8,8,4,2,1,1,0,0,0,4,2,2,0,8,0,4,1
503100372,2,503100373,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100373,1,,503100372,10,5,5,0,0,0,14,8,6,8,5,3,14,8,6,14,8,6,6,3,3,4,2,2,0,0,0,0,0,0,0,0,0,4,4,1,1,1,2,0,0,0,4,2,2,0,4,0,1,1
503100374,0,,,10,5,5,0,0,0,10,5,5,7,4,3,10,5,5,9,5,4,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,4,4,2,0,1,0,1,0,0,2,1,1,0,2,0,1,0
503100402,1,,503100303;503100304,12,6,6,0,0,0,20,11,9,3,2,1,20,11,9,20,11,9,17,9,8,8,5,3,1,1,0,0,0,0,0,0,0,7,7,7,5,1,0,0,0,0,6,6,0,0,11,0,5,5
503100413,2,503100504,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100421,1,,503100422;503100423,15,5,10,2,0,2,22,7,15,9,1,8,22,7,15,21,7,14,13,6,7,8,2,6,3,0,3,1,0,1,0,0,0,4,4,1,2,4,0,0,0,1,7,3,4,1,7,0,1,1
503100422,2,503100421,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100423,2,503100421,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100434,2,503100532,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100454,1,,503100561;503100562,19,8,11,1,0,1,21,10,11,9,5,4,19,9,10,19,9,10,12,5,7,8,3,5,4,2,2,0,0,0,0,0,0,5,5,1,2,1,1,2,0,0,6,3,3,0,6,0,0,2
503100462,2,503100463,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100463,1,,503100462;503100464,28,14,14,3,2,1,41,19,22,19,9,10,40,18,22,40,18,22,22,10,12,14,7,7,7,3,4,2,0,2,0,0,0,8,8,3,2,1,4,0,3,0,10,1,9,0,11,0,1,1
503100464,2,503100463,,13,5,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100471,1,,503100472,18,10,8,1,1,0,22,12,10,8,6,2,21,11,10,21,11,10,14,6,8,9,4,5,4,1,3,0,0,0,0,0,0,6,6,1,3,1,2,1,0,0,7,5,2,1,7,0,1,3
503100472,2,503100471,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100473,2,503100474,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100474,1,,503100473,4,3,1,0,0,0,10,6,4,4,2,2,10,6,4,10,6,4,6,4,2,5,3,2,5,3,2,0,0,0,0,0,0,2,2,0,3,0,1,0,0,0,4,3,1,0,4,0,0,1
503100492,0,,,15,7,8,0,0,0,15,7,8,6,3,3,15,7,8,15,7,8,9,4,5,6,2,4,0,0,0,0,0,0,0,0,0,6,6,0,4,1,1,0,0,0,6,5,1,0,5,0,0,2
503100494,0,,,25,14,11,2,2,0,23,12,11,9,5,4,23,12,11,23,12,11,14,7,7,8,3,5,5,2,3,0,0,0,0,0,0,9,9,3,3,0,1,0,2,0,6,3,3,0,8,0,3,2
503100503,0,,,22,8,14,3,1,2,19,7,12,9,4,5,18,7,11,18,7,11,10,3,7,6,1,5,2,0,2,0,0,0,0,0,0,8,8,3,1,2,0,1,1,0,5,1,4,1,6,0,1,1
503100504,1,,503100413,10,5,5,0,0,0,19,11,8,8,6,2,18,10,8,18,10,8,11,5,6,4,2,2,2,1,1,2,1,1,0,0,0,5,5,0,5,1,0,0,1,0,7,6,1,0,7,0,0,2
503100521,2,503100523,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100523,1,,503100521,10,4,6,0,0,0,14,5,9,5,2,3,14,5,9,14,5,9,9,3,6,3,0,3,2,0,2,1,0,1,0,0,0,3,3,2,1,2,1,0,0,0,4,2,2,0,4,0,1,0
503100532,1,,503100434,78,40,38,4,2,2,77,39,38,33,20,13,73,37,36,73,37,36,44,19,25,20,9,11,11,3,8,1,0,1,0,0,0,31,31,9,13,6,1,2,1,1,24,17,7,1,26,0,4,6
503100533,2,503100534,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100534,1,,503100533,5,2,3,0,0,0,11,5,6,3,2,1,11,5,6,11,5,6,8,3,5,5,2,3,0,0,0,0,0,0,0,0,0,3,3,1,5,0,0,0,0,0,5,5,0,0,6,0,1,3
503100544,2,503100553,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100552,0,,,53,24,29,0,0,0,53,24,29,18,9,9,53,24,29,53,24,29,35,15,20,19,8,11,2,0,2,0,0,0,0,0,0,22,22,1,13,6,2,0,0,0,21,16,5,0,20,0,1,10
503100553,1,,503100544,10,5,5,0,0,0,17,9,8,10,5,5,17,9,8,17,9,8,7,4,3,5,2,3,3,1,2,1,0,1,0,0,0,7,7,4,4,0,0,1,0,0,5,4,1,0,3,0,0,1
503100561,2,503100454,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100562,2,503100454,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100571,1,,503100572,29,11,18,4,0,4,30,13,17,6,4,2,29,12,17,29,12,17,24,9,15,8,2,6,5,1,4,2,0,2,0,0,0,11,11,3,4,3,2,0,1,0,10,6,4,0,11,0,2,4
503100572,2,503100571,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100592,0,,,10,5,5,0,0,0,10,5,5,3,1,2,10,5,5,10,5,5,7,4,3,3,1,2,3,1,2,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,3,1,2,0,3,0,1,0
503100601,1,,503100603,16,6,10,2,0,2,16,6,10,9,3,6,16,6,10,16,6,10,7,3,4,2,0,2,1,0,1,0,0,0,2,0,2,5,5,3,1,1,1,0,1,0,4,1,3,1,4,2,0,1
503100603,2,503100601,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100612,2,503100712,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100614,2,503100712,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100621,1,,503100622,13,8,5,0,0,0,14,9,5,4,3,1,14,9,5,14,9,5,10,6,4,2,1,1,1,1,0,0,0,0,0,0,0,7,7,4,2,2,0,0,0,0,4,4,0,0,6,0,2,2
503100622,2,503100621,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100623,0,,,13,6,7,1,0,1,12,6,6,8,4,4,12,6,6,12,6,6,4,2,2,3,1,2,2,1,1,0,0,0,0,0,0,4,4,1,0,2,0,0,1,0,3,1,2,0,3,0,1,0
503100631,2,503100633,,12,5,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100632,0,,,18,8,10,1,0,1,17,8,9,8,3,5,16,8,8,16,8,8,9,5,4,5,3,2,2,2,0,0,0,0,0,0,0,8,8,4,2,0,0,2,0,0,3,2,1,0,7,0,4,2
503100633,1,,503100631,27,12,15,2,1,1,37,16,21,14,6,8,36,16,20,36,16,20,23,10,13,12,4,8,4,1,3,0,0,0,0,0,0,13,13,3,8,3,1,0,0,1,13,9,4,0,15,0,3,4
503100634,0,,,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,5,0,5,5,0,5,3,0,3,2,0,2,1,0,1,0,0,0,4,4,3,1,0,0,0,0,0,1,1,0,0,4,0,3,0
503100642,2,503100643,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100643,1,,503100642;503100644,4,1,3,1,0,1,18,7,11,9,4,5,18,7,11,18,7,11,9,3,6,6,1,5,4,1,3,0,0,0,0,0,0,2,2,2,5,1,1,0,0,0,7,6,1,0,7,0,1,3
503100644,2,503100643,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100651,2,503100653,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100652,1,,503100654;503100663,19,12,7,7,2,5,32,20,12,22,15,7,32,20,12,32,20,12,10,5,5,5,2,3,5,2,3,0,0,0,0,0,0,6,6,2,0,3,2,1,1,1,8,4,4,2,5,0,1,0
503100653,1,,503100651,9,2,7,0,0,0,14,5,9,5,2,3,14,5,9,14,5,9,9,3,6,4,1,3,0,0,0,0,0,0,0,0,0,5,5,3,4,1,0,0,0,0,5,3,2,0,6,0,1,2
503100654,2,503100652,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100663,2,503100652,,13,7,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100683,0,,,10,5,5,0,0,0,10,5,5,3,2,1,10,5,5,10,5,5,7,3,4,5,2,3,1,1,0,0,0,0,0,0,0,4,4,0,3,0,1,0,0,0,4,3,1,0,4,0,0,3
503100691,2,503100693,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100693,1,,503100691,7,4,3,3,3,0,11,5,6,4,2,2,11,5,6,11,5,6,7,3,4,2,1,1,0,0,0,0,0,0,0,0,0,3,3,1,2,0,1,1,0,0,4,3,1,1,4,0,1,2
503100711,0,,,12,5,7,1,0,1,11,5,6,7,3,4,11,5,6,11,5,6,4,2,2,3,2,1,0,0,0,0,0,0,0,0,0,5,5,3,1,0,0,0,0,1,2,1,1,1,2,0,0,1
503100712,1,,503100612;503100614,12,6,6,0,0,0,19,10,9,9,5,4,19,10,9,19,10,9,10,5,5,5,2,3,3,1,2,0,0,0,0,0,0,6,6,3,4,1,0,1,0,0,6,5,1,0,7,0,2,1
503100721,2,503100722,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100722,1,,503100721,5,2,3,0,0,0,11,5,6,7,2,5,11,5,6,11,5,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,0,1,0,0,0,3,3,0,0,3,0,1,1
503100724,0,,,11,5,6,0,0,0,11,5,6,2,1,1,11,5,6,11,5,6,9,4,5,6,2,4,2,0,2,1,0,1,0,0,0,5,5,1,2,2,0,0,0,0,4,2,2,0,5,0,1,2
503100733,2,503100831,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100751,2,503100753,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100752,2,503100753,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100753,1,,503100751;503100752;503100754,8,5,3,2,1,1,24,10,14,11,5,6,24,10,14,24,10,14,13,5,8,6,2,4,4,1,3,0,0,0,0,0,0,4,4,3,2,3,1,0,1,0,7,5,2,1,8,0,2,2
503100754,2,503100753,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100761,2,503100763,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100763,1,,503100761;503100764,4,2,2,0,0,0,18,8,10,11,5,6,18,8,10,18,8,10,7,3,4,6,2,4,3,1,2,0,0,0,1,0,1,1,1,0,2,2,2,0,0,0,6,3,3,0,5,0,0,1
503100764,2,503100763,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100773,1,,503100774,17,7,10,2,2,0,19,7,12,10,4,6,19,7,12,19,7,12,9,3,6,4,1,3,1,0,1,0,0,0,0,0,0,5,5,1,3,1,0,1,1,0,6,3,3,0,6,0,1,1
503100774,2,503100773,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100791,1,,503100894,13,7,6,1,1,0,16,8,8,6,3,3,16,8,8,16,8,8,10,5,5,5,2,3,1,0,1,0,0,0,0,0,0,6,6,1,5,2,0,0,0,0,7,6,1,0,7,0,1,3
503100822,0,,,18,9,9,0,0,0,18,9,9,11,7,4,18,9,9,17,8,9,7,2,5,6,2,4,2,0,2,1,0,1,0,0,0,9,9,3,4,1,1,0,0,0,6,5,1,0,6,0,3,1
503100823,2,503100824,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503100824,1,,503100823,71,33,38,3,0,3,70,34,36,31,17,14,69,33,36,68,32,36,39,17,22,24,10,14,12,4,8,1,1,0,0,0,0,29,29,6,12,8,1,3,0,0,23,16,7,1,23,0,5,8
