KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
503000031,0,,,89,46,43,2,2,0,87,44,43,44,22,22,84,41,43,83,40,43,43,22,21,17,6,11,5,3,2,0,0,0,0,0,0,34,34,7,12,6,6,2,1,0,27,19,8,0,25,0,5,7
503000032,1,,503000041,43,20,23,0,0,0,50,24,26,22,9,13,49,23,26,49,23,26,28,15,13,17,7,10,8,4,4,1,0,1,0,0,0,22,22,10,7,6,2,0,0,0,15,12,3,0,18,0,5,3
503000033,1,,503000131,69,30,39,2,0,2,70,32,38,37,16,21,68,31,37,67,31,36,33,16,17,17,8,9,3,1,2,0,0,0,0,0,0,28,28,5,14,8,1,1,1,0,25,21,4,0,23,0,3,7
503000041,2,503000032,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000052,1,,503000054,12,6,6,0,0,0,17,8,9,8,4,4,16,8,8,16,8,8,9,4,5,7,2,5,2,0,2,0,0,0,0,0,0,4,4,0,2,3,1,0,0,0,6,4,2,0,6,0,0,1
503000054,2,503000052,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000101,0,,,37,19,18,3,2,1,34,17,17,21,11,10,32,15,17,31,14,17,13,6,7,2,1,1,0,0,0,0,0,0,0,0,0,14,14,2,6,3,2,0,1,0,12,10,2,1,8,0,1,5
503000102,0,,,55,26,29,7,2,5,48,24,24,27,14,13,47,24,23,46,24,22,21,10,11,11,5,6,5,3,2,0,0,0,0,0,0,15,15,1,3,4,3,0,4,0,14,8,6,2,12,0,1,2
503000103,0,,,96,46,50,12,7,5,84,39,45,54,25,29,79,36,43,76,35,41,30,14,16,8,1,7,4,0,4,0,0,0,0,0,0,33,32,7,9,5,6,4,0,1,25,19,6,3,18,0,4,6
503000104,0,,,108,51,57,12,6,6,96,45,51,51,25,26,92,42,50,91,42,49,45,20,25,27,12,15,10,4,6,1,0,1,3,1,2,37,37,4,18,5,3,3,3,1,33,24,9,1,26,0,2,6
503000111,0,,,133,67,66,15,10,5,118,57,61,67,32,35,118,57,61,118,57,61,51,25,26,27,13,14,9,4,5,0,0,0,0,0,0,50,50,12,15,12,7,1,1,2,38,27,11,6,33,0,9,7
503000112,0,,,231,88,143,32,18,14,199,70,129,96,40,56,192,66,126,187,63,124,103,30,73,82,21,61,43,12,31,5,0,5,2,1,1,81,77,25,24,17,6,2,1,2,51,48,3,5,42,1,20,4
503000113,0,,,254,98,156,32,14,18,222,84,138,107,45,62,217,83,134,215,82,133,115,39,76,78,24,54,38,9,29,3,1,2,0,0,0,108,107,38,39,17,3,7,3,0,68,60,8,9,68,1,28,15
503000114,0,,,160,67,93,17,6,11,143,61,82,89,39,50,135,59,76,129,57,72,54,22,32,30,11,19,8,3,5,0,0,0,2,2,0,59,59,14,20,10,5,5,4,1,45,34,11,3,36,2,9,12
503000121,0,,,85,34,51,8,1,7,77,33,44,33,14,19,76,33,43,75,32,43,44,19,25,20,7,13,7,0,7,1,0,1,2,1,1,36,36,11,12,7,2,3,1,0,25,18,7,2,29,0,8,7
503000123,0,,,71,32,39,6,3,3,65,29,36,36,16,20,64,29,35,64,29,35,29,13,16,19,8,11,6,2,4,0,0,0,0,0,0,27,27,5,10,6,3,2,1,0,22,14,8,1,20,0,3,7
503000131,2,503000033,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000152,0,,,17,5,12,0,0,0,17,5,12,5,1,4,17,5,12,17,5,12,12,4,8,8,2,6,2,0,2,0,0,0,0,0,0,10,10,5,3,2,0,0,0,0,5,5,0,0,9,0,5,1
503000163,2,503000164,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000164,1,,503000163;503000173;503000262,11,6,5,0,0,0,25,13,12,10,5,5,25,13,12,25,13,12,15,8,7,10,5,5,3,1,2,0,0,0,0,0,0,4,4,6,3,3,1,0,0,0,7,7,0,0,11,0,6,1
503000173,2,503000164,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000201,0,,,62,30,32,8,4,4,54,26,28,32,19,13,52,25,27,52,25,27,22,7,15,10,2,8,3,0,3,1,0,1,0,0,0,24,24,5,8,5,4,2,0,0,19,15,4,3,15,0,4,2
503000202,0,,,548,242,306,68,32,36,479,209,270,250,116,134,458,197,261,443,191,252,229,93,136,139,55,84,71,25,46,12,4,8,0,0,0,196,195,56,56,38,24,10,5,6,138,112,26,13,119,1,39,31
503000203,0,,,128,55,73,21,8,13,107,47,60,58,29,29,103,46,57,103,46,57,49,18,31,23,7,16,8,1,7,2,1,1,0,0,0,42,42,9,11,7,7,2,4,2,33,21,12,3,32,0,6,4
503000204,0,,,196,101,95,20,12,8,176,89,87,121,65,56,162,80,82,152,72,80,55,24,31,24,9,15,10,1,9,2,0,2,0,0,0,65,65,12,17,12,12,7,4,1,53,43,10,3,34,0,8,9
503000211,0,,,461,202,259,52,26,26,409,176,233,248,121,127,385,164,221,373,160,213,161,55,106,106,28,78,63,10,53,14,0,14,0,0,0,143,141,30,38,29,21,17,5,1,111,91,20,12,71,0,19,15
503000212,0,,,58,26,32,6,2,4,52,24,28,33,17,16,50,24,26,47,22,25,19,7,12,13,4,9,3,1,2,0,0,0,0,0,0,20,20,3,11,0,3,0,2,1,17,11,6,2,14,0,2,4
503000213,0,,,32,14,18,2,0,2,30,14,16,16,9,7,28,12,16,28,12,16,14,5,9,10,2,8,6,0,6,1,0,1,0,0,0,9,8,1,3,0,4,0,0,0,7,6,1,0,4,0,1,1
503000221,0,,,155,69,86,19,4,15,136,65,71,73,40,33,133,63,70,131,62,69,63,25,38,43,16,27,17,5,12,4,1,3,0,0,0,51,50,9,20,5,7,4,3,2,41,30,11,5,36,0,7,12
503000222,0,,,30,12,18,3,1,2,27,11,16,15,5,10,27,11,16,27,11,16,12,6,6,7,3,4,2,1,1,0,0,0,0,0,0,10,10,2,4,1,0,1,2,0,8,5,3,1,8,0,1,2
503000223,0,,,195,92,103,23,12,11,172,80,92,78,39,39,169,78,91,166,75,91,94,41,53,36,17,19,8,5,3,1,1,0,0,0,0,80,80,20,36,9,7,5,1,2,60,51,9,4,63,0,18,21
503000224,0,,,26,13,13,2,2,0,24,11,13,12,6,6,23,11,12,23,11,12,12,5,7,9,4,5,2,1,1,0,0,0,0,0,0,8,8,2,1,2,0,2,1,0,6,1,5,1,8,0,2,1
503000234,2,503000331,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000241,2,503000332,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000262,2,503000164,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000274,2,503000283,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000283,1,,503000274,10,5,5,0,0,0,18,10,8,7,4,3,18,10,8,18,10,8,11,6,5,5,3,2,0,0,0,0,0,0,0,0,0,4,4,0,3,4,0,0,0,0,7,6,1,0,7,0,0,2
503000301,0,,,12,6,6,0,0,0,12,6,6,3,2,1,12,6,6,12,6,6,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,3,0,0,0,0,4,4,0,0,5,0,1,1
503000302,0,,,28,14,14,1,1,0,27,13,14,18,9,9,27,13,14,25,11,14,9,4,5,5,1,4,1,0,1,0,0,0,0,0,0,13,13,6,2,2,3,0,0,0,7,4,3,1,8,0,4,0
503000303,2,503000304,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000304,1,,503000303,25,10,15,2,0,2,32,14,18,21,9,12,29,13,16,28,12,16,11,5,6,5,3,2,1,0,1,0,0,0,0,0,0,13,13,5,5,5,1,0,0,0,11,10,1,1,8,0,4,3
503000312,2,503000314,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000313,0,,,134,72,62,11,8,3,123,64,59,68,38,30,119,61,58,116,59,57,55,26,29,26,11,15,13,6,7,2,0,2,0,0,0,45,45,11,14,6,7,2,0,5,34,22,12,2,36,0,7,5
503000314,1,,503000312,85,36,49,9,4,5,78,33,45,41,21,20,77,32,45,76,32,44,37,12,25,15,3,12,5,0,5,1,0,1,0,0,0,35,35,13,10,4,6,1,1,1,22,16,6,3,28,0,11,3
503000321,0,,,66,32,34,5,2,3,61,30,31,37,20,17,58,28,30,58,28,30,24,10,14,14,6,8,5,3,2,0,0,0,0,0,0,21,21,4,5,6,0,3,2,1,17,13,4,1,15,0,3,4
503000322,0,,,70,34,36,12,5,7,58,29,29,37,20,17,55,27,28,53,25,28,21,9,12,10,3,7,2,0,2,0,0,0,0,0,0,20,20,3,7,1,2,3,1,3,17,8,9,2,15,1,1,4
503000323,0,,,100,46,54,5,3,2,95,43,52,44,23,21,94,43,51,94,43,51,51,20,31,27,10,17,6,1,5,0,0,0,0,0,0,41,41,10,17,8,2,1,2,1,30,22,8,0,34,0,7,9
503000331,1,,503000234,19,12,7,4,4,0,17,9,8,6,4,2,17,9,8,17,9,8,11,5,6,2,1,1,1,1,0,0,0,0,0,0,0,5,5,0,3,2,0,0,0,1,6,5,1,1,6,0,0,2
503000332,1,,503000241,13,6,7,1,0,1,18,10,8,10,6,4,18,10,8,18,10,8,8,4,4,4,2,2,3,2,1,0,0,0,0,0,0,6,6,3,4,1,0,1,0,0,6,5,1,1,5,0,1,1
503000374,2,503000383,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000383,1,,503000374,10,5,5,2,0,2,18,10,8,9,5,4,18,10,8,18,10,8,9,5,4,7,3,4,3,1,2,0,0,0,0,0,0,3,3,1,1,1,1,2,0,0,5,2,3,1,6,0,1,0
503000401,0,,,51,24,27,5,3,2,46,21,25,24,9,15,46,21,25,46,21,25,22,12,10,13,8,5,3,2,1,0,0,0,0,0,0,16,16,3,7,0,1,2,1,2,13,6,7,0,13,0,2,5
503000403,0,,,126,64,62,12,7,5,114,57,57,61,31,30,110,55,55,105,52,53,53,26,27,28,13,15,14,6,8,1,1,0,0,0,0,34,33,4,8,7,6,4,3,1,29,17,12,1,27,1,2,5
503000421,0,,,30,13,17,0,0,0,30,13,17,14,7,7,30,13,17,27,11,16,16,6,10,10,3,7,3,1,2,0,0,0,0,0,0,12,12,2,5,3,1,1,0,0,9,7,2,0,11,0,2,3
503000422,0,,,14,7,7,1,0,1,13,7,6,8,5,3,13,7,6,13,7,6,5,2,3,2,1,1,1,0,1,0,0,0,0,0,0,4,4,1,0,0,2,1,0,0,3,0,3,1,3,0,0,0
503000501,1,,503000503,104,49,55,14,7,7,92,42,50,56,24,32,87,40,47,83,39,44,36,18,18,13,5,8,7,2,5,0,0,0,2,0,2,34,34,9,8,5,7,5,1,1,27,17,10,3,25,1,6,7
503000503,2,503000501,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000513,2,503000612,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000553,2,503000724,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000581,1,,503000583;503000681,18,7,11,3,1,2,25,12,13,16,7,9,24,12,12,24,12,12,9,5,4,1,0,1,0,0,0,0,0,0,0,0,0,4,4,1,4,1,2,0,0,1,8,5,3,1,7,0,0,1
503000583,2,503000581,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000611,2,503000612,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000612,1,,503000513;503000611,17,9,8,3,3,0,20,9,11,9,4,5,20,9,11,20,9,11,11,5,6,4,1,3,1,0,1,0,0,0,0,0,0,6,6,2,3,2,1,1,0,0,6,5,1,1,8,0,2,2
503000613,0,,,62,32,30,5,4,1,57,28,29,37,19,18,52,25,27,51,25,26,20,9,11,11,4,7,5,3,2,1,0,1,0,0,0,17,17,2,3,6,2,1,2,1,15,7,8,2,13,0,1,1
503000614,0,,,18,8,10,1,1,0,17,7,10,9,4,5,17,7,10,17,7,10,8,3,5,1,0,1,1,0,1,0,0,0,0,0,0,8,8,3,2,2,0,1,0,0,5,4,1,0,5,1,1,1
503000651,2,503000731,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000653,2,503000731,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000671,2,503000674,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000674,1,,503000671,14,7,7,3,2,1,13,6,7,6,3,3,12,5,7,12,5,7,7,3,4,3,1,2,2,1,1,0,0,0,0,0,0,5,5,3,1,1,0,0,0,1,3,1,2,0,6,0,3,0
503000681,2,503000581,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000704,0,,,10,6,4,1,1,0,9,5,4,5,2,3,9,5,4,9,5,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,0,0,1,0,0,3,2,1,1,3,0,0,2
503000711,0,,,68,35,33,11,4,7,57,31,26,34,20,14,57,31,26,57,31,26,23,11,12,12,6,6,1,0,1,0,0,0,0,0,0,22,22,3,6,6,3,1,3,0,19,14,5,2,14,0,2,4
503000712,0,,,23,11,12,4,1,3,19,10,9,13,8,5,17,8,9,16,7,9,6,2,4,3,0,3,1,0,1,0,0,0,0,0,0,5,5,0,0,2,0,1,2,0,5,1,4,0,4,0,0,0
503000713,1,,503000802,97,48,49,10,7,3,96,43,53,48,16,32,95,42,53,95,42,53,48,27,21,30,14,16,15,7,8,0,0,0,0,0,0,33,33,12,8,6,4,3,2,2,25,12,13,1,30,0,8,5
503000724,1,,503000553,19,7,12,0,0,0,20,8,12,8,2,6,20,8,12,20,8,12,12,6,6,9,4,5,2,0,2,0,0,0,0,0,0,6,6,1,1,4,0,1,0,0,6,3,3,0,6,0,1,1
503000731,1,,503000651;503000653;503000733;503000751,5,3,2,1,1,0,21,11,10,12,6,6,20,10,10,20,10,10,9,5,4,5,3,2,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,1,0,0,6,2,4,0,6,0,1,1
503000733,2,503000731,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000751,2,503000731,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000773,0,,,20,9,11,0,0,0,20,9,11,10,6,4,20,9,11,20,9,11,10,3,7,8,2,6,1,0,1,0,0,0,0,0,0,7,7,1,2,1,3,0,0,0,6,3,3,0,7,0,1,0
503000784,0,,,51,31,20,9,7,2,42,24,18,31,17,14,38,20,18,37,19,18,11,7,4,4,3,1,1,1,0,0,0,0,0,0,0,10,10,0,2,1,1,2,1,3,9,5,4,2,6,0,0,0
503000802,2,503000713,,9,2,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000811,2,503000812,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000812,1,,503000811,55,26,29,6,3,3,52,24,28,28,13,15,51,24,27,51,24,27,24,11,13,4,2,2,2,1,1,0,0,0,0,0,0,17,17,2,9,2,2,1,2,1,17,12,5,1,14,0,1,5
503000813,2,503000814,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000814,1,,503000813;503000911,156,80,76,22,12,10,137,70,67,73,40,33,131,64,67,131,64,67,64,30,34,24,6,18,12,2,10,3,0,3,0,0,0,48,48,7,18,11,2,3,5,4,43,21,22,4,42,0,6,7
503000822,0,,,59,32,27,11,8,3,48,24,24,28,15,13,47,24,23,47,24,23,20,9,11,10,4,6,2,0,2,0,0,0,0,0,0,15,15,1,3,3,4,0,1,3,14,6,8,2,13,0,1,2
503000823,2,503000824,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000824,1,,503000823,50,22,28,7,2,5,50,24,26,24,13,11,49,23,26,49,23,26,26,11,15,17,7,10,6,1,5,1,1,0,0,0,0,16,16,2,7,4,1,2,1,1,16,8,8,2,16,0,2,3
503000882,0,,,18,9,9,3,3,0,15,6,9,7,3,4,15,6,9,14,6,8,8,3,5,4,1,3,1,0,1,0,0,0,0,0,0,4,4,0,1,1,0,0,1,1,4,1,3,1,4,0,0,1
503000894,0,,,17,8,9,3,1,2,14,7,7,13,7,6,14,7,7,14,7,7,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,4,4,0,1,0,2,0,0,1,4,2,2,2,1,0,0,0
503000901,1,,503000903,139,60,79,52,23,29,92,41,51,80,37,43,86,39,47,84,39,45,12,4,8,4,2,2,1,0,1,1,0,1,0,0,0,40,40,4,6,12,12,6,1,1,38,35,3,21,7,0,2,1
503000902,0,,,169,82,87,23,10,13,146,72,74,85,44,41,143,70,73,142,69,73,61,28,33,30,13,17,14,5,9,1,0,1,0,0,0,59,59,11,19,13,9,2,0,5,47,32,15,6,35,4,5,9
503000903,2,503000901,,5,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000911,2,503000814,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000921,1,,503000922,78,34,44,10,4,6,73,33,40,43,18,25,71,32,39,70,32,38,30,15,15,15,6,9,3,1,2,1,0,1,0,0,0,20,20,1,6,4,6,2,1,2,20,13,7,2,17,0,0,3
503000922,2,503000921,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
503000923,0,,,228,111,117,30,15,15,198,96,102,111,57,54,192,95,97,189,94,95,87,39,48,37,15,22,20,8,12,1,0,1,0,0,0,65,65,10,15,16,6,6,5,7,54,28,26,8,53,0,7,9
503000924,0,,,63,36,27,9,5,4,54,31,23,28,17,11,54,31,23,54,31,23,26,14,12,14,6,8,4,1,3,0,0,0,0,0,0,22,22,4,9,3,4,0,0,2,16,10,6,0,18,0,2,2
